,AttendanceDate,Center,Best Interest,In Attendance,Other,Sick,Unexcused Absence,FD,PD
3357,12/13/2018,Dayton,0,41,1,7,0,0,49
3358,12/13/2018,Decoto,2,91,1,9,1,66,38
3359,12/13/2018,Del Rey,0,40,3,5,0,0,48
3360,12/13/2018,Delaine Eastin,0,27,1,3,0,24,7
3361,12/13/2018,Dorsa,0,43,0,5,0,0,48
3362,12/13/2018,Eden Palms,0,41,0,3,0,44,0
3363,12/13/2018,Eden Youth,3,70,0,7,0,49,31
3364,12/13/2018,Educare,1,61,0,12,0,49,25
3365,12/13/2018,Emerald Vista,1,73,1,4,0,32,47
3366,12/13/2018,Esther Hobbs,1,46,1,2,0,50,0
3367,12/13/2018,FH,2,91,0,3,1,97,0
3368,12/13/2018,Foxdale,0,35,1,4,0,40,0
3369,12/13/2018,Glen Berry,0,29,0,2,0,24,7
3370,12/13/2018,Goss,0,36,0,8,0,0,44
3371,12/13/2018,Graham,0,53,0,3,0,24,32
3372,12/13/2018,Grant,0,39,0,8,0,0,47
3373,12/13/2018,Guy Emanuele,1,33,0,6,1,0,41
3374,12/13/2018,Hesperian,0,44,0,5,0,0,49
3375,12/13/2018,Hillview,0,43,0,5,0,0,48
3376,12/13/2018,Holbrook,0,70,0,9,1,48,32
3377,12/13/2018,Hubbard,2,53,0,2,0,0,57
3378,12/13/2018,Kitayama,0,31,0,13,0,0,44
3379,12/13/2018,Linda Vista,0,102,1,5,0,76,32
3380,12/13/2018,Logan,1,22,0,4,0,27,0
3381,12/13/2018,Marie Kaiser,1,20,0,1,0,22,0
3382,12/13/2018,Meadowfair,2,41,0,4,0,0,47
3383,12/13/2018,Meyer,1,37,0,6,0,0,44
3384,12/13/2018,Paul Miller,0,79,0,4,1,43,41
3385,12/13/2018,Pioneer,0,37,0,4,2,0,43
3386,12/13/2018,Reach,1,17,0,1,0,19,0
3387,12/13/2018,Royal Sunset,0,37,2,8,0,0,47
3388,12/13/2018,Russo,1,37,0,5,0,0,43
3389,12/13/2018,Ryan,0,21,0,2,0,23,0
3390,12/13/2018,Schilling,2,48,0,4,0,23,31
3391,12/13/2018,Searles,1,38,1,3,0,0,43
3392,12/13/2018,Sharon Jones,1,51,1,4,0,25,32
3393,12/13/2018,Unidos,0,39,0,5,0,44,0
3394,12/13/2018,Valley Medical Center,1,55,2,5,0,63,0
3395,12/13/2018,Washington Hospital,2,53,1,4,1,61,0
3396,12/14/2018,Amador,0,65,0,15,5,55,30
3397,12/14/2018,Arbuckle,3,70,0,9,0,51,31
3398,12/14/2018,Baldwin Park,2,61,1,16,0,48,32
3399,12/14/2018,Bay,0,34,0,14,0,0,48
3400,12/14/2018,Carlson,1,28,0,3,0,20,12
3401,12/14/2018,Castlemont,1,57,0,9,1,68,0
3402,12/14/2018,Cesar Chavez,2,64,0,27,0,0,93
3403,12/14/2018,Chynoweth,0,31,0,2,0,33,0
3404,12/14/2018,Colonial Acres,0,37,0,10,0,0,47
3405,12/14/2018,Corvallis,0,37,0,10,0,0,47
3406,12/14/2018,Cox,0,37,1,10,0,0,48
3407,12/14/2018,Cureton,1,32,1,30,0,0,64
3408,12/14/2018,Dayton,1,40,1,7,0,0,49
3409,12/14/2018,Decoto,2,92,1,5,4,66,38
3410,12/14/2018,Del Rey,0,40,3,5,0,0,48
3411,12/14/2018,Delaine Eastin,0,26,0,5,0,24,7
3412,12/14/2018,Dorsa,0,35,0,13,0,0,48
3413,12/14/2018,Eden Palms,1,34,0,5,0,40,0
3414,12/14/2018,Eden Youth,3,66,0,11,0,49,31
3415,12/14/2018,Educare,0,60,0,15,0,50,25
3416,12/14/2018,Emerald Vista,0,67,1,8,0,30,46
3417,12/14/2018,Esther Hobbs,1,41,3,7,1,53,0
3418,12/14/2018,FH,2,88,0,3,1,94,0
3419,12/14/2018,Foxdale,0,31,2,6,1,40,0
3420,12/14/2018,Glen Berry,0,26,0,2,0,21,7
3421,12/14/2018,Goss,0,38,0,6,0,0,44
3422,12/14/2018,Graham,1,43,1,11,0,24,32
3423,12/14/2018,Grant,0,36,0,10,0,0,46
3424,12/14/2018,Guy Emanuele,3,30,0,7,1,0,41
3425,12/14/2018,Hesperian,0,43,0,5,1,0,49
3426,12/14/2018,Hillview,0,38,1,9,0,0,48
3427,12/14/2018,Holbrook,2,65,1,10,1,47,32
3428,12/14/2018,Hubbard,2,49,0,6,0,0,57
3429,12/14/2018,Kitayama,2,27,0,15,0,0,44
3430,12/14/2018,Linda Vista,0,96,2,9,0,75,32
3431,12/14/2018,Logan,0,21,0,6,0,27,0
3432,12/14/2018,Marie Kaiser,1,19,0,2,0,22,0
3433,12/14/2018,Meadowfair,2,37,0,8,0,0,47
3434,12/14/2018,Meyer,1,35,0,8,0,0,44
3435,12/14/2018,Paul Miller,1,74,0,9,0,43,41
3436,12/14/2018,Pioneer,0,36,0,6,1,0,43
3437,12/14/2018,Reach,0,18,1,1,0,20,0
3438,12/14/2018,Royal Sunset,0,32,2,13,0,0,47
3439,12/14/2018,Russo,1,23,0,19,0,0,43
3440,12/14/2018,Ryan,1,19,0,3,1,24,0
3441,12/14/2018,Schilling,0,47,0,8,0,24,31
3442,12/14/2018,Searles,0,38,1,4,0,0,43
3443,12/14/2018,Sharon Jones,0,52,1,2,2,25,32
3444,12/14/2018,Unidos,0,39,1,3,0,43,0
3445,12/14/2018,Valley Medical Center,2,51,3,7,0,63,0
3446,12/14/2018,Washington Hospital,2,54,0,3,1,60,0
3447,12/17/2018,Amador,5,71,0,9,0,55,30
3448,12/17/2018,Arbuckle,0,41,1,10,0,52,0
3449,12/17/2018,Baldwin Park,2,66,2,7,0,45,32
3450,12/17/2018,Bay,0,43,0,5,0,0,48
3451,12/17/2018,Carlson,0,28,0,3,0,19,12
3452,12/17/2018,Castlemont,2,54,0,9,1,66,0
3453,12/17/2018,Cesar Chavez,2,69,0,21,1,0,93
3454,12/17/2018,Chynoweth,2,31,0,2,0,35,0
3455,12/17/2018,Colonial Acres,1,37,0,9,0,0,47
3456,12/17/2018,Corvallis,0,39,0,8,0,0,47
3457,12/17/2018,Cox,1,37,1,9,0,0,48
3458,12/17/2018,Cureton,0,20,1,11,0,0,32
3459,12/17/2018,Dayton,1,41,0,6,0,0,48
3460,12/17/2018,Decoto,1,84,3,7,3,60,38
3461,12/17/2018,Del Rey,0,34,3,11,0,0,48
3462,12/17/2018,Delaine Eastin,0,24,0,4,1,22,7
3463,12/17/2018,Dorsa,0,39,0,9,0,0,48
3464,12/17/2018,Eden Palms,0,38,0,7,0,45,0
3465,12/17/2018,Eden Youth,2,67,1,10,0,49,31
3466,12/17/2018,Educare,0,66,0,10,0,51,25
3467,12/17/2018,Emerald Vista,1,71,0,6,0,32,46
3468,12/17/2018,Esther Hobbs,1,40,2,9,1,53,0
3469,12/17/2018,FH,3,87,0,5,0,95,0
3470,12/17/2018,Foxdale,0,27,0,11,0,38,0
3471,12/17/2018,Glen Berry,0,27,0,4,0,23,8
3472,12/17/2018,Goss,1,37,0,6,0,0,44
3473,12/17/2018,Graham,1,44,0,11,0,24,32
3474,12/17/2018,Grant,0,39,0,8,0,0,47
3475,12/17/2018,Guy Emanuele,0,35,0,4,1,0,40
3476,12/17/2018,Hesperian,0,41,0,7,1,0,49
3477,12/17/2018,Hillview,0,41,2,5,0,0,48
3478,12/17/2018,Holbrook,4,62,2,11,1,48,32
3479,12/17/2018,Kitayama,2,36,0,6,0,0,44
3480,12/17/2018,Linda Vista,0,97,0,9,0,74,32
3481,12/17/2018,Logan,1,30,0,3,0,34,0
3482,12/17/2018,Marie Kaiser,0,20,1,2,0,23,0
3483,12/17/2018,Meadowfair,2,41,0,5,0,0,48
3484,12/17/2018,Meyer,0,35,0,7,1,0,43
3485,12/17/2018,Paul Miller,1,79,1,4,0,43,42
3486,12/17/2018,Pioneer,1,38,0,4,0,0,43
3487,12/17/2018,Reach,2,16,0,2,1,21,0
3488,12/17/2018,Royal Sunset,1,36,2,8,0,0,47
3489,12/17/2018,Russo,0,43,0,1,0,0,44
3490,12/17/2018,Ryan,1,22,0,1,0,24,0
3491,12/17/2018,Schilling,1,49,0,5,0,23,32
3492,12/17/2018,Searles,0,41,1,1,0,0,43
3493,12/17/2018,Sharon Jones,0,51,1,4,1,25,32
3494,12/17/2018,Unidos,0,40,0,4,0,44,0
3495,12/17/2018,Valley Medical Center,1,56,1,4,0,62,0
3496,12/17/2018,Washington Hospital,1,57,1,1,1,61,0
3497,12/18/2018,Amador,1,71,0,16,0,56,32
3498,12/18/2018,Arbuckle,0,75,0,9,0,53,31
3499,12/18/2018,Baldwin Park,3,71,1,5,0,48,32
3500,12/18/2018,Bay,0,40,0,8,0,0,48
3501,12/18/2018,Carlson,0,27,2,1,1,20,11
3502,12/18/2018,Castlemont,2,57,0,8,1,68,0
3503,12/18/2018,Cesar Chavez,2,74,0,16,1,0,93
3504,12/18/2018,Chynoweth,0,32,0,3,0,35,0
3505,12/18/2018,Colonial Acres,2,39,0,6,0,0,47
3506,12/18/2018,Corvallis,0,43,1,3,0,0,47
3507,12/18/2018,Cox,1,35,1,11,0,0,48
3508,12/18/2018,Cureton,1,41,1,21,0,0,64
3509,12/18/2018,Dayton,1,43,0,4,0,0,48
3510,12/18/2018,Decoto,1,84,2,7,4,60,38
3511,12/18/2018,Del Rey,0,39,3,6,0,0,48
3512,12/18/2018,Delaine Eastin,0,26,0,4,1,24,7
3513,12/18/2018,Dorsa,1,35,0,12,0,0,48
3514,12/18/2018,Eden Palms,1,35,0,9,0,45,0
3515,12/18/2018,Eden Youth,3,69,1,4,2,48,31
3516,12/18/2018,Educare,0,60,0,14,0,49,25
3517,12/18/2018,Emerald Vista,0,68,0,9,0,31,46
3518,12/18/2018,Esther Hobbs,1,43,1,6,0,51,0
3519,12/18/2018,FH,2,92,0,2,0,96,0
3520,12/18/2018,Foxdale,0,28,1,10,0,39,0
3521,12/18/2018,Glen Berry,0,29,0,3,0,24,8
3522,12/18/2018,Goss,1,39,0,4,0,0,44
3523,12/18/2018,Graham,0,47,0,9,0,24,32
3524,12/18/2018,Grant,0,43,0,5,0,0,48
3525,12/18/2018,Guy Emanuele,0,32,0,7,1,0,40
3526,12/18/2018,Hesperian,0,46,0,3,0,0,49
3527,12/18/2018,Hillview,0,41,1,5,1,0,48
3528,12/18/2018,Holbrook,3,66,1,9,1,48,32
3529,12/18/2018,Hubbard,2,50,0,5,1,0,58
3530,12/18/2018,Kitayama,2,37,0,5,0,0,44
3531,12/18/2018,Linda Vista,1,99,0,9,0,77,32
3532,12/18/2018,Logan,1,30,0,2,1,34,0
3533,12/18/2018,Marie Kaiser,0,20,1,2,0,23,0
3534,12/18/2018,Meadowfair,3,38,0,7,0,0,48
3535,12/18/2018,Meyer,0,36,0,6,1,0,43
3536,12/18/2018,Paul Miller,1,77,2,3,2,43,42
3537,12/18/2018,Pioneer,1,39,0,3,0,0,43
3538,12/18/2018,Reach,1,17,0,2,0,20,0
3539,12/18/2018,Royal Sunset,1,39,2,5,0,0,47
3540,12/18/2018,Russo,1,42,0,1,0,0,44
3541,12/18/2018,Ryan,1,23,0,0,0,24,0
3542,12/18/2018,Schilling,1,50,0,4,0,23,32
3543,12/18/2018,Searles,0,36,1,6,0,0,43
3544,12/18/2018,Sharon Jones,0,49,1,7,0,25,32
3545,12/18/2018,Unidos,0,37,1,5,0,43,0
3546,12/18/2018,Valley Medical Center,1,58,1,3,0,63,0
3547,12/18/2018,Washington Hospital,0,58,0,2,1,61,0
3548,12/19/2018,Amador,1,70,0,14,1,56,30
3549,12/19/2018,Arbuckle,1,67,0,15,0,52,31
3550,12/19/2018,Baldwin Park,3,68,1,8,0,48,32
3551,12/19/2018,Bay,0,36,0,12,0,0,48
3552,12/19/2018,Carlson,0,29,1,1,1,20,12
3553,12/19/2018,Castlemont,0,61,0,5,2,68,0
3554,12/19/2018,Cesar Chavez,2,77,0,13,1,0,93
3555,12/19/2018,Chynoweth,0,31,0,4,0,35,0
3556,12/19/2018,Colonial Acres,1,33,0,13,0,0,47
3557,12/19/2018,Corvallis,0,42,1,4,0,0,47
3558,12/19/2018,Cox,2,32,1,13,0,0,48
3559,12/19/2018,Cureton,1,44,2,17,0,0,64
3560,12/19/2018,Dayton,2,43,0,3,0,0,48
3561,12/19/2018,Decoto,2,88,2,4,2,60,38
3562,12/19/2018,Del Rey,0,44,3,1,0,0,48
3563,12/19/2018,Delaine Eastin,0,25,1,4,1,24,7
3564,12/19/2018,Dorsa,1,34,0,13,0,0,48
3565,12/19/2018,Eden Palms,0,40,0,4,0,44,0
3566,12/19/2018,Eden Youth,1,70,1,6,1,48,31
3567,12/19/2018,Educare,0,67,0,9,0,51,25
3568,12/19/2018,Emerald Vista,0,67,0,9,1,31,46
3569,12/19/2018,Esther Hobbs,1,42,5,4,0,52,0
3570,12/19/2018,FH,2,89,0,4,0,95,0
3571,12/19/2018,Foxdale,0,29,1,9,0,39,0
3572,12/19/2018,Glen Berry,1,29,0,1,0,23,8
3573,12/19/2018,Goss,2,36,0,5,1,0,44
3574,12/19/2018,Graham,0,51,0,5,0,24,32
3575,12/19/2018,Grant,0,43,0,4,0,0,47
3576,12/19/2018,Guy Emanuele,0,35,0,5,1,0,41
3577,12/19/2018,Hesperian,0,43,0,5,1,0,49
3578,12/19/2018,Hillview,0,40,0,6,2,0,48
3579,12/19/2018,Holbrook,1,67,1,9,2,48,32
3580,12/19/2018,Hubbard,2,47,0,9,0,0,58
3581,12/19/2018,Kitayama,1,35,0,8,0,0,44
3582,12/19/2018,Linda Vista,4,95,0,10,0,77,32
3583,12/19/2018,Logan,1,29,0,4,0,34,0
3584,12/19/2018,Marie Kaiser,0,22,1,0,0,23,0
3585,12/19/2018,Meadowfair,3,40,0,5,0,0,48
3586,12/19/2018,Meyer,0,33,0,10,1,0,44
3587,12/19/2018,Paul Miller,1,76,4,4,0,43,42
3588,12/19/2018,Pioneer,1,36,0,6,0,0,43
3589,12/19/2018,Reach,2,15,0,2,0,19,0
3590,12/19/2018,Royal Sunset,1,37,2,7,0,0,47
3591,12/19/2018,Russo,0,41,0,2,1,0,44
3592,12/19/2018,Ryan,1,23,0,0,0,24,0
3593,12/19/2018,Schilling,0,51,0,5,0,24,32
3594,12/19/2018,Searles,0,37,1,5,0,0,43
3595,12/19/2018,Sharon Jones,0,52,0,5,0,25,32
3596,12/19/2018,Unidos,0,39,0,5,0,44,0
3597,12/19/2018,Valley Medical Center,1,56,1,5,0,63,0
3598,12/19/2018,Washington Hospital,1,56,0,3,1,61,0
3599,12/20/2018,Amador,1,78,0,9,0,56,32
3600,12/20/2018,Arbuckle,0,69,0,15,0,53,31
3601,12/20/2018,Baldwin Park,2,66,2,10,0,48,32
3602,12/20/2018,Bay,0,39,0,9,0,0,48
3603,12/20/2018,Carlson,1,29,1,1,0,20,12
3604,12/20/2018,Castlemont,1,62,0,5,0,68,0
3605,12/20/2018,Cesar Chavez,1,75,1,16,0,0,93
3606,12/20/2018,Chynoweth,0,27,0,8,0,35,0
3607,12/20/2018,Colonial Acres,1,38,0,8,0,0,47
3608,12/20/2018,Corvallis,0,42,1,4,0,0,47
3609,12/20/2018,Cox,2,37,1,8,0,0,48
3610,12/20/2018,Cureton,1,46,1,15,0,0,63
3611,12/20/2018,Dayton,3,43,0,2,0,0,48
3612,12/20/2018,Decoto,2,90,1,5,0,60,38
3613,12/20/2018,Del Rey,0,40,3,5,0,0,48
3614,12/20/2018,Delaine Eastin,0,25,2,4,0,24,7
3615,12/20/2018,Dorsa,1,34,0,13,0,0,48
3616,12/20/2018,Eden Palms,1,39,0,5,0,45,0
3617,12/20/2018,Eden Youth,1,72,1,5,0,48,31
3618,12/20/2018,Educare,0,63,0,11,0,49,25
3619,12/20/2018,Emerald Vista,0,71,0,7,0,32,46
3620,12/20/2018,Esther Hobbs,1,41,1,6,0,49,0
3621,12/20/2018,FH,2,92,0,2,0,96,0
3622,12/20/2018,Foxdale,0,28,2,9,0,39,0
3623,12/20/2018,Glen Berry,0,31,0,1,0,24,8
3624,12/20/2018,Goss,1,35,0,8,0,0,44
3625,12/20/2018,Graham,1,47,1,7,0,24,32
3626,12/20/2018,Grant,0,42,0,5,0,0,47
3627,12/20/2018,Guy Emanuele,1,32,0,8,0,0,41
3628,12/20/2018,Hesperian,0,42,0,7,0,0,49
3629,12/20/2018,Hillview,0,38,0,10,0,0,48
3630,12/20/2018,Holbrook,3,66,1,10,0,48,32
3631,12/20/2018,Hubbard,2,49,0,7,0,0,58
3632,12/20/2018,Kitayama,1,34,0,9,0,0,44
3633,12/20/2018,Linda Vista,3,89,1,15,0,76,32
3634,12/20/2018,Logan,0,33,0,1,0,34,0
3635,12/20/2018,Marie Kaiser,0,20,1,2,0,23,0
3636,12/20/2018,Meadowfair,2,39,0,7,0,0,48
3637,12/20/2018,Meyer,0,38,0,6,0,0,44
3638,12/20/2018,Paul Miller,1,81,1,2,0,43,42
3639,12/20/2018,Pioneer,1,37,0,5,0,0,43
3640,12/20/2018,Reach,0,17,0,2,0,19,0
3641,12/20/2018,Royal Sunset,1,36,1,8,0,0,46
3642,12/20/2018,Russo,0,37,0,7,0,0,44
3643,12/20/2018,Ryan,1,22,0,0,0,23,0
3644,12/20/2018,Schilling,1,51,0,3,0,23,32
3645,12/20/2018,Searles,0,34,1,8,0,0,43
3646,12/20/2018,Sharon Jones,1,54,0,2,0,25,32
3647,12/20/2018,Unidos,0,38,0,6,0,44,0
3648,12/20/2018,Valley Medical Center,4,52,0,6,0,62,0
3649,12/20/2018,Washington Hospital,1,57,1,2,0,61,0
3650,12/21/2018,Amador,2,56,0,28,0,56,30
3651,12/21/2018,Arbuckle,0,59,0,24,0,52,31
3652,12/21/2018,Baldwin Park,11,46,1,22,0,48,32
3653,12/21/2018,Bay,0,39,0,9,0,0,48
3654,12/21/2018,Carlson,0,28,1,3,0,20,12
3655,12/21/2018,Castlemont,12,46,2,8,0,68,0
3656,12/21/2018,Cesar Chavez,10,46,2,35,0,0,93
3657,12/21/2018,Chynoweth,1,18,0,15,0,34,0
3658,12/21/2018,Colonial Acres,1,34,0,12,0,0,47
3659,12/21/2018,Corvallis,2,35,1,9,0,0,47
3660,12/21/2018,Cox,2,28,1,17,0,0,48
3661,12/21/2018,Cureton,1,40,1,21,0,0,63
3662,12/21/2018,Dayton,3,42,0,3,0,0,48
3663,12/21/2018,Decoto,7,77,4,10,0,60,38
3664,12/21/2018,Del Rey,0,33,2,12,0,0,47
3665,12/21/2018,Delaine Eastin,0,14,2,15,0,24,7
3666,12/21/2018,Dorsa,1,31,0,16,0,0,48
3667,12/21/2018,Eden Palms,0,30,0,11,0,41,0
3668,12/21/2018,Eden Youth,2,68,1,8,0,48,31
3669,12/21/2018,Educare,1,59,0,15,0,50,25
3670,12/21/2018,Emerald Vista,4,57,0,15,0,30,46
3671,12/21/2018,Esther Hobbs,6,36,5,5,0,52,0
3672,12/21/2018,FH,2,90,0,1,0,93,0
3673,12/21/2018,Foxdale,0,19,2,18,0,39,0
3674,12/21/2018,Glen Berry,0,28,0,1,0,21,8
3675,12/21/2018,Goss,1,35,0,8,0,0,44
3676,12/21/2018,Graham,8,32,1,15,0,24,32
3677,12/21/2018,Grant,0,29,0,17,0,0,46
3678,12/21/2018,Guy Emanuele,0,31,0,10,0,0,41
3679,12/21/2018,Hesperian,4,33,0,12,0,0,49
3680,12/21/2018,Hillview,3,24,0,21,0,0,48
3681,12/21/2018,Holbrook,8,43,0,28,0,47,32
3682,12/21/2018,Hubbard,2,47,0,9,0,0,58
3683,12/21/2018,Kitayama,4,23,1,16,0,0,44
3684,12/21/2018,Linda Vista,6,75,0,26,0,75,32
3685,12/21/2018,Logan,1,25,0,8,0,34,0
3686,12/21/2018,Marie Kaiser,0,16,2,5,0,23,0
3687,12/21/2018,Meadowfair,2,35,0,11,0,0,48
3688,12/21/2018,Meyer,0,38,0,6,0,0,44
3689,12/21/2018,Paul Miller,4,68,2,11,0,43,42
3690,12/21/2018,Pioneer,1,28,0,14,0,0,43
3691,12/21/2018,Reach,2,15,1,2,0,20,0
3692,12/21/2018,Royal Sunset,1,36,1,8,0,0,46
3693,12/21/2018,Russo,0,37,0,7,0,0,44
3694,12/21/2018,Ryan,4,20,0,0,0,24,0
3695,12/21/2018,Schilling,18,23,0,15,0,24,32
3696,12/21/2018,Searles,0,26,1,16,0,0,43
3697,12/21/2018,Sharon Jones,2,51,0,4,0,25,32
3698,12/21/2018,Unidos,1,33,0,9,0,43,0
3699,12/21/2018,Valley Medical Center,6,50,1,5,0,62,0
3700,12/21/2018,Washington Hospital,2,56,0,2,0,60,0
3701,12/24/2018,Amador,24,17,0,45,0,56,30
3702,12/24/2018,Valley Medical Center,13,30,3,16,0,62,0
3703,12/24/2018,Washington Hospital,18,34,1,8,0,61,0
3704,12/26/2018,Amador,16,43,0,27,0,56,30
3705,12/26/2018,Arbuckle,0,83,0,0,0,52,31
3706,12/26/2018,Baldwin Park,48,26,1,5,0,48,32
3707,12/26/2018,Bay,0,48,0,0,0,0,48
3708,12/26/2018,Carlson,0,24,3,5,0,20,12
3709,12/26/2018,Castlemont,46,22,0,3,0,71,0
3710,12/26/2018,Cesar Chavez,2,88,2,0,0,0,92
3711,12/26/2018,Chynoweth,0,35,0,0,0,35,0
3712,12/26/2018,Colonial Acres,0,47,0,0,0,0,47
3713,12/26/2018,Corvallis,0,46,1,0,0,0,47
3714,12/26/2018,Cox,0,48,0,0,0,0,48
3715,12/26/2018,Cureton,0,63,0,0,0,0,63
3716,12/26/2018,Dayton,0,48,0,0,0,0,48
3717,12/26/2018,Decoto,5,92,1,0,0,60,38
3718,12/26/2018,Del Rey,0,45,2,0,0,0,47
3719,12/26/2018,Delaine Eastin,2,9,1,19,0,24,7
3720,12/26/2018,Dorsa,0,47,0,1,0,0,48
3721,12/26/2018,Eden Palms,0,44,0,0,0,44,0
3722,12/26/2018,Eden Youth,15,65,0,0,0,50,30
3723,12/26/2018,Educare,19,56,0,2,0,52,25
3724,12/26/2018,Emerald Vista,23,10,3,41,0,31,46
3725,12/26/2018,Esther Hobbs,3,49,0,1,0,53,0
3726,12/26/2018,FH,14,42,33,5,0,94,0
3727,12/26/2018,Foxdale,0,39,0,0,0,39,0
3728,12/26/2018,Glen Berry,12,14,0,5,0,23,8
3729,12/26/2018,Goss,0,44,0,0,0,0,44
3730,12/26/2018,Graham,0,56,0,0,0,24,32
3731,12/26/2018,Grant,0,47,0,0,0,0,47
3732,12/26/2018,Guy Emanuele,0,41,0,0,0,0,41
3733,12/26/2018,Hesperian,1,46,0,2,0,0,49
3734,12/26/2018,Hillview,0,48,0,0,0,0,48
3735,12/26/2018,Holbrook,76,4,0,0,0,48,32
3736,12/26/2018,Hubbard,0,57,0,1,0,0,58
3737,12/26/2018,Kitayama,8,11,1,24,0,0,44
3738,12/26/2018,Linda Vista,1,106,0,2,0,77,32
3739,12/26/2018,Logan,2,19,0,13,0,34,0
3740,12/26/2018,Marie Kaiser,0,18,3,2,0,23,0
3741,12/26/2018,Meadowfair,1,47,0,0,0,0,48
3742,12/26/2018,Meyer,0,44,0,0,0,0,44
3743,12/26/2018,Paul Miller,3,71,8,3,0,43,42
3744,12/26/2018,Pioneer,0,43,0,0,0,0,43
3745,12/26/2018,Reach,0,20,0,0,0,20,0
3746,12/26/2018,Royal Sunset,1,44,0,0,0,0,45
3747,12/26/2018,Russo,0,42,1,0,0,0,43
3748,12/26/2018,Ryan,0,24,0,0,0,24,0
3749,12/26/2018,Schilling,0,56,0,0,0,24,32
3750,12/26/2018,Searles,0,42,1,0,0,0,43
3751,12/26/2018,Sharon Jones,0,57,0,0,0,25,32
3752,12/26/2018,Unidos,0,44,0,0,0,44,0
3753,12/26/2018,Valley Medical Center,9,35,3,16,0,63,0
3754,12/26/2018,Washington Hospital,4,46,0,11,0,61,0
3755,12/27/2018,Amador,19,50,1,18,0,56,32
3756,12/27/2018,Arbuckle,0,84,0,0,0,53,31
3757,12/27/2018,Baldwin Park,51,26,2,1,0,48,32
3758,12/27/2018,Bay,0,48,0,0,0,0,48
3759,12/27/2018,Carlson,0,28,3,1,0,20,12
3760,12/27/2018,Castlemont,46,20,1,2,0,69,0
3761,12/27/2018,Cesar Chavez,2,88,2,0,0,0,92
3762,12/27/2018,Chynoweth,0,35,0,0,0,35,0
3763,12/27/2018,Colonial Acres,0,47,0,0,0,0,47
3764,12/27/2018,Corvallis,0,46,1,0,0,0,47
3765,12/27/2018,Cox,0,48,0,0,0,0,48
3766,12/27/2018,Cureton,0,63,0,0,0,0,63
3767,12/27/2018,Dayton,0,48,0,0,0,0,48
3768,12/27/2018,Decoto,5,92,1,0,0,60,38
3769,12/27/2018,Del Rey,0,45,2,0,0,0,47
3770,12/27/2018,Delaine Eastin,2,0,10,19,0,24,7
3771,12/27/2018,Dorsa,0,47,0,1,0,0,48
3772,12/27/2018,Eden Palms,0,45,0,0,0,45,0
3773,12/27/2018,Eden Youth,13,65,0,0,0,48,30
3774,12/27/2018,Educare,18,54,0,2,0,49,25
3775,12/27/2018,Emerald Vista,24,10,3,41,0,32,46
3776,12/27/2018,Esther Hobbs,0,43,4,2,0,49,0
3777,12/27/2018,FH,14,45,33,3,0,95,0
3778,12/27/2018,Foxdale,0,39,0,0,0,39,0
3779,12/27/2018,Glen Berry,12,14,0,6,0,24,8
3780,12/27/2018,Goss,0,44,0,0,0,0,44
3781,12/27/2018,Graham,0,54,2,0,0,24,32
3782,12/27/2018,Grant,0,47,0,0,0,0,47
3783,12/27/2018,Guy Emanuele,0,40,0,0,0,0,40
3784,12/27/2018,Hesperian,1,46,0,2,0,0,49
3785,12/27/2018,Hillview,0,48,0,0,0,0,48
3786,12/27/2018,Holbrook,75,5,0,0,0,48,32
3787,12/27/2018,Hubbard,0,57,0,1,0,0,58
3788,12/27/2018,Kitayama,8,16,1,19,0,0,44
3789,12/27/2018,Linda Vista,0,108,0,0,0,76,32
3790,12/27/2018,Logan,2,26,0,6,0,34,0
3791,12/27/2018,Marie Kaiser,0,20,2,1,0,23,0
3792,12/27/2018,Meadowfair,1,47,0,0,0,0,48
3793,12/27/2018,Meyer,0,44,0,0,0,0,44
3794,12/27/2018,Paul Miller,3,73,8,1,0,43,42
3795,12/27/2018,Pioneer,0,43,0,0,0,0,43
3796,12/27/2018,Reach,0,19,0,0,0,19,0
3797,12/27/2018,Royal Sunset,1,44,0,0,0,0,45
3798,12/27/2018,Russo,0,43,0,0,0,0,43
3799,12/27/2018,Ryan,0,23,0,0,0,23,0
3800,12/27/2018,Schilling,0,55,0,0,0,23,32
3801,12/27/2018,Searles,0,42,1,0,0,0,43
3802,12/27/2018,Sharon Jones,0,57,0,0,0,25,32
3803,12/27/2018,Unidos,0,44,0,0,0,44,0
3804,12/27/2018,Valley Medical Center,3,48,0,11,0,62,0
3805,12/27/2018,Washington Hospital,1,54,0,6,0,61,0
3806,12/28/2018,Amador,23,44,0,19,0,56,30
3807,12/28/2018,Arbuckle,0,83,0,0,0,52,31
3808,12/28/2018,Baldwin Park,52,27,1,0,0,48,32
3809,12/28/2018,Bay,0,48,0,0,0,0,48
3810,12/28/2018,Carlson,0,30,2,0,0,20,12
3811,12/28/2018,Castlemont,43,26,1,2,0,72,0
3812,12/28/2018,Cesar Chavez,1,89,2,0,0,0,92
3813,12/28/2018,Chynoweth,0,33,0,0,0,33,0
3814,12/28/2018,Colonial Acres,0,47,0,0,0,0,47
3815,12/28/2018,Corvallis,0,46,1,0,0,0,47
3816,12/28/2018,Cox,0,48,0,0,0,0,48
3817,12/28/2018,Cureton,0,63,0,0,0,0,63
3818,12/28/2018,Dayton,0,48,0,0,0,0,48
3819,12/28/2018,Decoto,5,92,1,0,0,60,38
