,AttendanceDate,Center,Best Interest,In Attendance,Other,Sick,Unexcused Absence,FD,PD,Total Attendance,Total Absence,Total,Attendance Rate
1533,10/22/2018,Cesar Chavez,4,81,0,10,0,0,95,81,14,95,0.8526315789473684
1534,10/22/2018,Chynoweth,0,32,0,4,0,36,0,32,4,36,0.8888888888888888
1535,10/22/2018,Colonial Acres,0,37,1,8,0,0,46,37,9,46,0.8043478260869565
1536,10/22/2018,Corvallis,0,46,0,2,0,0,48,46,2,48,0.9583333333333334
1537,10/22/2018,Cox,1,42,0,5,0,0,48,42,6,48,0.875
1538,10/22/2018,Cureton,0,21,1,10,0,0,32,21,11,32,0.65625
1539,10/22/2018,Dayton,0,42,0,6,0,0,48,42,6,48,0.875
1540,10/22/2018,Decoto,5,88,0,9,2,65,39,88,16,104,0.8461538461538461
1541,10/22/2018,Del Rey,0,40,0,7,0,0,47,40,7,47,0.851063829787234
1542,10/22/2018,Delaine Eastin,1,25,2,1,0,22,7,25,4,29,0.8620689655172413
1543,10/22/2018,Dorsa,1,39,0,8,0,0,48,39,9,48,0.8125
1544,10/22/2018,Eden Palms,0,39,1,2,1,43,0,39,4,43,0.9069767441860465
1545,10/22/2018,Eden Youth,1,71,0,6,1,48,31,71,8,79,0.8987341772151899
1546,10/22/2018,Educare,1,51,2,5,1,39,21,51,9,60,0.85
1547,10/22/2018,Emerald Vista,4,61,0,11,0,32,44,61,15,76,0.8026315789473685
1548,10/22/2018,Esther Hobbs,0,49,0,6,1,56,0,49,7,56,0.875
1549,10/22/2018,FH,1,93,0,3,0,97,0,93,4,97,0.9587628865979382
1550,10/22/2018,Foxdale,1,30,2,2,1,36,0,30,6,36,0.8333333333333334
1551,10/22/2018,Glen Berry,0,27,0,1,2,23,7,27,3,30,0.9
1552,10/22/2018,Goss,0,35,1,6,0,0,42,35,7,42,0.8333333333333334
1553,10/22/2018,Graham,2,49,1,2,2,24,32,49,7,56,0.875
1554,10/22/2018,Grant,0,41,1,5,0,0,47,41,6,47,0.8723404255319149
1555,10/22/2018,Guy Emanuele,2,36,0,3,0,0,41,36,5,41,0.8780487804878049
1556,10/22/2018,Hesperian,3,43,0,3,0,0,49,43,6,49,0.8775510204081632
1557,10/22/2018,Hillview,2,39,0,7,0,0,48,39,9,48,0.8125
1558,10/22/2018,Holbrook,3,68,2,3,0,43,33,68,8,76,0.8947368421052632
1559,10/22/2018,Kitayama,0,36,0,7,0,0,43,36,7,43,0.8372093023255814
1560,10/22/2018,Linda Vista,0,97,3,9,0,76,33,97,12,109,0.8899082568807339
1561,10/22/2018,Logan,0,22,0,5,0,27,0,22,5,27,0.8148148148148148
1562,10/22/2018,Marie Kaiser,0,21,0,1,1,23,0,21,2,23,0.9130434782608695
1563,10/22/2018,Meadowfair,1,34,2,3,1,0,41,34,7,41,0.8292682926829268
1564,10/22/2018,Meyer,0,35,0,7,0,0,42,35,7,42,0.8333333333333334
1565,10/22/2018,Paul Miller,2,79,2,2,1,44,42,79,7,86,0.9186046511627907
1566,10/22/2018,Pioneer,0,39,0,5,0,0,44,39,5,44,0.8863636363636364
1567,10/22/2018,Reach,0,21,0,1,0,22,0,21,1,22,0.9545454545454546
1568,10/22/2018,Royal Sunset,2,35,0,9,0,0,46,35,11,46,0.7608695652173914
1569,10/22/2018,Russo,0,32,0,9,0,0,41,32,9,41,0.7804878048780488
1570,10/22/2018,Ryan,0,21,0,1,0,22,0,21,1,22,0.9545454545454546
1571,10/22/2018,Schilling,2,45,0,8,0,24,31,45,10,55,0.8181818181818182
1572,10/22/2018,Searles,0,42,0,2,0,0,44,42,2,44,0.9545454545454546
1573,10/22/2018,Sharon Jones,1,53,2,2,0,25,33,53,5,58,0.9137931034482759
1574,10/22/2018,Unidos,0,39,2,4,0,45,0,39,6,45,0.8666666666666667
1575,10/22/2018,Valley Medical Center,0,59,1,3,1,64,0,59,5,64,0.921875
1576,10/22/2018,Washington Hospital,1,50,2,7,0,60,0,50,10,60,0.8333333333333334
1577,10/23/2018,Amador,0,83,0,1,2,55,31,83,3,86,0.9651162790697675
1578,10/23/2018,Arbuckle,0,74,1,7,0,53,29,74,8,82,0.9024390243902439
1579,10/23/2018,Baldwin Park,0,73,1,5,0,47,32,73,6,79,0.9240506329113924
1580,10/23/2018,Bay,3,38,0,7,0,0,48,38,10,48,0.7916666666666666
1581,10/23/2018,Carlson,0,27,1,3,0,20,11,27,4,31,0.8709677419354839
1582,10/23/2018,Castlemont,2,55,0,10,0,67,0,55,12,67,0.8208955223880597
1583,10/23/2018,Cesar Chavez,5,82,0,8,0,0,95,82,13,95,0.8631578947368421
1584,10/23/2018,Chynoweth,1,32,0,3,0,36,0,32,4,36,0.8888888888888888
1585,10/23/2018,Colonial Acres,0,37,0,8,0,0,45,37,8,45,0.8222222222222222
1586,10/23/2018,Corvallis,1,45,0,2,0,0,48,45,3,48,0.9375
1587,10/23/2018,Cox,1,41,0,6,0,0,48,41,7,48,0.8541666666666666
1588,10/23/2018,Cureton,0,47,1,15,0,0,63,47,16,63,0.746031746031746
1589,10/23/2018,Dayton,0,44,0,4,0,0,48,44,4,48,0.9166666666666666
1590,10/23/2018,Decoto,1,89,1,10,3,65,39,89,15,104,0.8557692307692307
1591,10/23/2018,Del Rey,0,41,0,6,0,0,47,41,6,47,0.8723404255319149
1592,10/23/2018,Delaine Eastin,1,28,2,0,0,24,7,28,3,31,0.9032258064516129
1593,10/23/2018,Dorsa,0,40,1,6,1,0,48,40,8,48,0.8333333333333334
1594,10/23/2018,Eden Palms,1,37,1,3,1,43,0,37,6,43,0.8604651162790697
1595,10/23/2018,Eden Youth,1,73,0,4,1,48,31,73,6,79,0.9240506329113924
1596,10/23/2018,Educare,1,50,2,4,1,37,21,50,8,58,0.8620689655172413
1597,10/23/2018,Emerald Vista,3,62,0,10,0,31,44,62,13,75,0.8266666666666667
1598,10/23/2018,Esther Hobbs,0,44,0,4,1,49,0,44,5,49,0.8979591836734694
1599,10/23/2018,FH,2,95,0,1,0,98,0,95,3,98,0.9693877551020408
1600,10/23/2018,Foxdale,0,31,2,4,1,38,0,31,7,38,0.8157894736842105
1601,10/23/2018,Glen Berry,0,28,0,2,1,24,7,28,3,31,0.9032258064516129
1602,10/23/2018,Goss,0,33,1,8,0,0,42,33,9,42,0.7857142857142857
1603,10/23/2018,Graham,1,51,0,3,1,24,32,51,5,56,0.9107142857142857
1604,10/23/2018,Grant,0,43,1,4,0,0,48,43,5,48,0.8958333333333334
1605,10/23/2018,Guy Emanuele,2,36,0,3,0,0,41,36,5,41,0.8780487804878049
1606,10/23/2018,Hesperian,3,40,0,6,0,0,49,40,9,49,0.8163265306122449
1607,10/23/2018,Hillview,1,41,0,6,0,0,48,41,7,48,0.8541666666666666
1608,10/23/2018,Holbrook,2,68,3,5,0,45,33,68,10,78,0.8717948717948718
1609,10/23/2018,Hubbard,0,47,0,11,0,0,58,47,11,58,0.8103448275862069
1610,10/23/2018,Kitayama,0,37,0,6,0,0,43,37,6,43,0.8604651162790697
1611,10/23/2018,Linda Vista,0,96,2,13,1,79,33,96,16,112,0.8571428571428571
1612,10/23/2018,Logan,0,22,0,5,0,27,0,22,5,27,0.8148148148148148
1613,10/23/2018,Marie Kaiser,0,20,0,2,1,23,0,20,3,23,0.8695652173913043
1614,10/23/2018,Meadowfair,0,38,1,0,1,0,40,38,2,40,0.95
1615,10/23/2018,Meyer,0,36,0,6,0,0,42,36,6,42,0.8571428571428571
1616,10/23/2018,Paul Miller,0,81,1,4,0,44,42,81,5,86,0.9418604651162791
1617,10/23/2018,Pioneer,0,38,0,6,0,0,44,38,6,44,0.8636363636363636
1618,10/23/2018,Reach,0,20,0,2,0,22,0,20,2,22,0.9090909090909091
1619,10/23/2018,Royal Sunset,4,34,0,8,0,0,46,34,12,46,0.7391304347826086
1620,10/23/2018,Russo,0,34,0,7,0,0,41,34,7,41,0.8292682926829268
1621,10/23/2018,Ryan,0,22,0,0,0,22,0,22,0,22,1.0
1622,10/23/2018,Schilling,0,47,0,7,0,23,31,47,7,54,0.8703703703703703
1623,10/23/2018,Searles,0,42,0,2,0,0,44,42,2,44,0.9545454545454546
1624,10/23/2018,Sharon Jones,0,54,1,3,0,25,33,54,4,58,0.9310344827586207
1625,10/23/2018,Unidos,0,38,0,5,0,43,0,38,5,43,0.8837209302325582
1626,10/23/2018,Valley Medical Center,1,61,1,1,1,65,0,61,4,65,0.9384615384615385
1627,10/23/2018,Washington Hospital,2,53,2,3,0,60,0,53,7,60,0.8833333333333333
1628,10/24/2018,Amador,0,78,1,3,4,55,31,78,8,86,0.9069767441860465
1629,10/24/2018,Arbuckle,1,65,1,14,0,52,29,65,16,81,0.8024691358024691
1630,10/24/2018,Baldwin Park,0,75,1,3,0,47,32,75,4,79,0.9493670886075949
1631,10/24/2018,Bay,2,37,0,9,0,0,48,37,11,48,0.7708333333333334
1632,10/24/2018,Carlson,0,28,0,4,0,20,12,28,4,32,0.875
1633,10/24/2018,Castlemont,5,52,0,10,0,67,0,52,15,67,0.7761194029850746
1634,10/24/2018,Cesar Chavez,3,79,0,12,1,0,95,79,16,95,0.8315789473684211
1635,10/24/2018,Chynoweth,0,33,0,3,0,36,0,33,3,36,0.9166666666666666
1636,10/24/2018,Colonial Acres,0,38,0,7,0,0,45,38,7,45,0.8444444444444444
1637,10/24/2018,Corvallis,1,45,0,2,0,0,48,45,3,48,0.9375
1638,10/24/2018,Cox,0,45,0,3,0,0,48,45,3,48,0.9375
1639,10/24/2018,Cureton,0,46,1,16,0,0,63,46,17,63,0.7301587301587301
1640,10/24/2018,Dayton,0,43,0,5,0,0,48,43,5,48,0.8958333333333334
1641,10/24/2018,Decoto,4,86,2,12,0,65,39,86,18,104,0.8269230769230769
1642,10/24/2018,Del Rey,0,41,0,5,0,0,46,41,5,46,0.8913043478260869
1643,10/24/2018,Delaine Eastin,1,27,3,0,0,24,7,27,4,31,0.8709677419354839
1644,10/24/2018,Dorsa,0,42,1,4,1,0,48,42,6,48,0.875
1645,10/24/2018,Eden Palms,2,34,1,3,1,41,0,34,7,41,0.8292682926829268
1646,10/24/2018,Eden Youth,1,70,1,5,2,48,31,70,9,79,0.8860759493670886
1647,10/24/2018,Educare,2,55,2,1,0,39,21,55,5,60,0.9166666666666666
1648,10/24/2018,Emerald Vista,4,60,0,11,0,31,44,60,15,75,0.8
1649,10/24/2018,Esther Hobbs,1,44,2,9,0,56,0,44,12,56,0.7857142857142857
1650,10/24/2018,FH,3,91,0,3,0,97,0,91,6,97,0.9381443298969072
1651,10/24/2018,Foxdale,1,31,1,4,1,38,0,31,7,38,0.8157894736842105
1652,10/24/2018,Glen Berry,0,27,0,2,1,23,7,27,3,30,0.9
1653,10/24/2018,Goss,0,35,1,6,0,0,42,35,7,42,0.8333333333333334
1654,10/24/2018,Graham,0,53,0,2,1,24,32,53,3,56,0.9464285714285714
1655,10/24/2018,Grant,0,46,1,1,0,0,48,46,2,48,0.9583333333333334
1656,10/24/2018,Guy Emanuele,0,38,1,3,0,0,42,38,4,42,0.9047619047619048
1657,10/24/2018,Hesperian,2,43,0,4,0,0,49,43,6,49,0.8775510204081632
1658,10/24/2018,Hillview,1,40,2,5,0,0,48,40,8,48,0.8333333333333334
1659,10/24/2018,Holbrook,2,70,1,5,0,46,32,70,8,78,0.8974358974358975
1660,10/24/2018,Hubbard,0,51,0,7,0,0,58,51,7,58,0.8793103448275862
1661,10/24/2018,Kitayama,2,40,0,1,0,0,43,40,3,43,0.9302325581395349
1662,10/24/2018,Linda Vista,1,101,2,8,0,79,33,101,11,112,0.9017857142857143
1663,10/24/2018,Logan,0,24,0,3,0,27,0,24,3,27,0.8888888888888888
1664,10/24/2018,Marie Kaiser,0,21,0,1,1,23,0,21,2,23,0.9130434782608695
1665,10/24/2018,Meadowfair,1,37,1,0,1,0,40,37,3,40,0.925
1666,10/24/2018,Meyer,0,41,0,1,0,0,42,41,1,42,0.9761904761904762
1667,10/24/2018,Paul Miller,0,80,2,4,0,44,42,80,6,86,0.9302325581395349
1668,10/24/2018,Pioneer,0,39,0,5,0,0,44,39,5,44,0.8863636363636364
1669,10/24/2018,Reach,0,20,0,2,0,22,0,20,2,22,0.9090909090909091
1670,10/24/2018,Royal Sunset,2,36,0,9,0,0,47,36,11,47,0.7659574468085106
1671,10/24/2018,Russo,0,34,0,7,0,0,41,34,7,41,0.8292682926829268
1672,10/24/2018,Ryan,0,22,0,0,0,22,0,22,0,22,1.0
1673,10/24/2018,Schilling,0,50,0,5,0,24,31,50,5,55,0.9090909090909091
1674,10/24/2018,Searles,0,42,0,2,0,0,44,42,2,44,0.9545454545454546
1675,10/24/2018,Sharon Jones,0,56,1,1,0,25,33,56,2,58,0.9655172413793104
1676,10/24/2018,Unidos,0,40,1,3,0,44,0,40,4,44,0.9090909090909091
1677,10/24/2018,Valley Medical Center,1,54,2,7,0,64,0,54,10,64,0.84375
1678,10/24/2018,Washington Hospital,0,54,1,5,0,60,0,54,6,60,0.9
1679,10/25/2018,Amador,1,78,1,1,4,54,31,78,7,85,0.9176470588235294
1680,10/25/2018,Arbuckle,0,71,1,10,0,53,29,71,11,82,0.8658536585365854
1681,10/25/2018,Baldwin Park,0,72,2,5,1,47,33,72,8,80,0.9
1682,10/25/2018,Bay,2,39,0,7,0,0,48,39,9,48,0.8125
1683,10/25/2018,Carlson,0,28,0,4,0,20,12,28,4,32,0.875
1684,10/25/2018,Castlemont,3,56,0,8,0,67,0,56,11,67,0.835820895522388
1685,10/25/2018,Cesar Chavez,1,81,0,13,0,0,95,81,14,95,0.8526315789473684
1686,10/25/2018,Chynoweth,0,30,1,5,0,36,0,30,6,36,0.8333333333333334
1687,10/25/2018,Colonial Acres,0,39,0,6,0,0,45,39,6,45,0.8666666666666667
1688,10/25/2018,Corvallis,0,45,0,3,0,0,48,45,3,48,0.9375
1689,10/25/2018,Cox,0,40,0,8,0,0,48,40,8,48,0.8333333333333334
1690,10/25/2018,Cureton,0,51,1,12,0,0,64,51,13,64,0.796875
1691,10/25/2018,Dayton,0,45,0,3,0,0,48,45,3,48,0.9375
1692,10/25/2018,Decoto,5,94,1,4,0,65,39,94,10,104,0.9038461538461539
1693,10/25/2018,Del Rey,0,40,0,6,0,0,46,40,6,46,0.8695652173913043
1694,10/25/2018,Delaine Eastin,1,25,2,4,0,25,7,25,7,32,0.78125
1695,10/25/2018,Dorsa,0,39,2,6,1,0,48,39,9,48,0.8125
1696,10/25/2018,Eden Palms,2,37,1,4,0,44,0,37,7,44,0.8409090909090909
1697,10/25/2018,Eden Youth,0,71,0,7,1,48,31,71,8,79,0.8987341772151899
1698,10/25/2018,Educare,2,51,2,3,0,37,21,51,7,58,0.8793103448275862
1699,10/25/2018,Emerald Vista,6,63,0,7,0,32,44,63,13,76,0.8289473684210527
1700,10/25/2018,Esther Hobbs,1,40,0,6,2,49,0,40,9,49,0.8163265306122449
1701,10/25/2018,FH,1,94,0,3,0,98,0,94,4,98,0.9591836734693877
1702,10/25/2018,Foxdale,0,30,2,5,1,38,0,30,8,38,0.7894736842105263
1703,10/25/2018,Glen Berry,0,26,0,4,1,24,7,26,5,31,0.8387096774193549
1704,10/25/2018,Goss,0,37,1,6,0,0,44,37,7,44,0.8409090909090909
1705,10/25/2018,Graham,1,52,0,3,0,24,32,52,4,56,0.9285714285714286
1706,10/25/2018,Grant,0,45,1,2,0,0,48,45,3,48,0.9375
1707,10/25/2018,Guy Emanuele,1,37,0,4,0,0,42,37,5,42,0.8809523809523809
1708,10/25/2018,Hesperian,3,40,0,6,0,0,49,40,9,49,0.8163265306122449
1709,10/25/2018,Hillview,1,38,1,8,0,0,48,38,10,48,0.7916666666666666
1710,10/25/2018,Holbrook,2,69,1,6,0,46,32,69,9,78,0.8846153846153846
1711,10/25/2018,Hubbard,0,50,0,8,0,0,58,50,8,58,0.8620689655172413
1712,10/25/2018,Kitayama,1,39,0,3,0,0,43,39,4,43,0.9069767441860465
1713,10/25/2018,Linda Vista,3,95,2,11,0,78,33,95,16,111,0.8558558558558559
1714,10/25/2018,Logan,0,26,0,1,0,27,0,26,1,27,0.9629629629629629
1715,10/25/2018,Marie Kaiser,0,21,0,1,1,23,0,21,2,23,0.9130434782608695
1716,10/25/2018,Meadowfair,0,37,1,1,0,0,39,37,2,39,0.9487179487179487
1717,10/25/2018,Meyer,0,40,0,2,0,0,42,40,2,42,0.9523809523809523
1718,10/25/2018,Paul Miller,1,78,2,5,0,44,42,78,8,86,0.9069767441860465
1719,10/25/2018,Pioneer,0,39,0,5,0,0,44,39,5,44,0.8863636363636364
1720,10/25/2018,Reach,0,19,0,1,1,21,0,19,2,21,0.9047619047619048
1721,10/25/2018,Royal Sunset,2,39,0,6,0,0,47,39,8,47,0.8297872340425532
1722,10/25/2018,Russo,0,38,0,3,0,0,41,38,3,41,0.926829268292683
1723,10/25/2018,Ryan,0,21,0,0,0,21,0,21,0,21,1.0
1724,10/25/2018,Schilling,0,52,0,2,0,23,31,52,2,54,0.9629629629629629
1725,10/25/2018,Searles,0,42,0,2,0,0,44,42,2,44,0.9545454545454546
1726,10/25/2018,Sharon Jones,0,55,1,2,0,25,33,55,3,58,0.9482758620689655
1727,10/25/2018,Unidos,1,37,0,6,0,44,0,37,7,44,0.8409090909090909
1728,10/25/2018,Valley Medical Center,0,57,3,3,0,63,0,57,6,63,0.9047619047619048
1729,10/25/2018,Washington Hospital,1,59,0,0,0,60,0,59,1,60,0.9833333333333333
1730,10/26/2018,Amador,1,74,1,6,3,54,31,74,11,85,0.8705882352941177
1731,10/26/2018,Arbuckle,0,64,1,16,0,52,29,64,17,81,0.7901234567901234
1732,10/26/2018,Baldwin Park,3,70,1,6,0,47,33,70,10,80,0.875
1733,10/26/2018,Bay,1,44,1,2,0,0,48,44,4,48,0.9166666666666666
1734,10/26/2018,Carlson,0,26,2,4,0,20,12,26,6,32,0.8125
1735,10/26/2018,Castlemont,5,53,1,8,0,67,0,53,14,67,0.7910447761194029
1736,10/26/2018,Cesar Chavez,3,76,0,16,0,0,95,76,19,95,0.8
1737,10/26/2018,Chynoweth,0,27,0,6,1,34,0,27,7,34,0.7941176470588235
1738,10/26/2018,Colonial Acres,1,38,0,6,0,0,45,38,7,45,0.8444444444444444
1739,10/26/2018,Corvallis,0,44,0,4,0,0,48,44,4,48,0.9166666666666666
1740,10/26/2018,Cox,0,37,0,11,0,0,48,37,11,48,0.7708333333333334
1741,10/26/2018,Cureton,0,45,1,18,0,0,64,45,19,64,0.703125
1742,10/26/2018,Dayton,1,41,0,6,0,0,48,41,7,48,0.8541666666666666
1743,10/26/2018,Decoto,6,90,1,7,0,65,39,90,14,104,0.8653846153846154
1744,10/26/2018,Del Rey,0,39,0,7,0,0,46,39,7,46,0.8478260869565217
1745,10/26/2018,Delaine Eastin,1,24,2,5,0,24,8,24,8,32,0.75
1746,10/26/2018,Dorsa,0,38,1,8,1,0,48,38,10,48,0.7916666666666666
1747,10/26/2018,Eden Palms,1,32,1,6,0,40,0,32,8,40,0.8
1748,10/26/2018,Eden Youth,0,66,0,12,1,48,31,66,13,79,0.8354430379746836
1749,10/26/2018,Educare,2,49,2,6,0,38,21,49,10,59,0.8305084745762712
1750,10/26/2018,Emerald Vista,5,60,0,8,1,30,44,60,14,74,0.8108108108108109
1751,10/26/2018,Esther Hobbs,2,48,0,6,0,56,0,48,8,56,0.8571428571428571
1752,10/26/2018,FH,3,89,0,4,0,96,0,89,7,96,0.9270833333333334
1753,10/26/2018,Foxdale,1,33,2,1,1,38,0,33,5,38,0.868421052631579
1754,10/26/2018,Glen Berry,0,26,0,2,1,22,7,26,3,29,0.896551724137931
1755,10/26/2018,Goss,0,33,1,10,0,0,44,33,11,44,0.75
1756,10/26/2018,Graham,2,50,1,3,0,24,32,50,6,56,0.8928571428571429
1757,10/26/2018,Grant,0,40,1,6,0,0,47,40,7,47,0.851063829787234
1758,10/26/2018,Guy Emanuele,0,38,0,3,1,0,42,38,4,42,0.9047619047619048
1759,10/26/2018,Hesperian,2,43,0,4,0,0,49,43,6,49,0.8775510204081632
1760,10/26/2018,Hillview,1,43,1,3,0,0,48,43,5,48,0.8958333333333334
1761,10/26/2018,Holbrook,3,59,3,12,0,45,32,59,18,77,0.7662337662337663
1762,10/26/2018,Hubbard,0,47,0,11,0,0,58,47,11,58,0.8103448275862069
1763,10/26/2018,Kitayama,4,34,1,4,0,0,43,34,9,43,0.7906976744186046
1764,10/26/2018,Linda Vista,1,100,2,7,0,77,33,100,10,110,0.9090909090909091
1765,10/26/2018,Logan,2,23,1,1,0,27,0,23,4,27,0.8518518518518519
1766,10/26/2018,Marie Kaiser,1,20,0,1,1,23,0,20,3,23,0.8695652173913043
1767,10/26/2018,Meadowfair,1,34,1,3,0,0,39,34,5,39,0.8717948717948718
1768,10/26/2018,Meyer,0,39,0,3,0,0,42,39,3,42,0.9285714285714286
1769,10/26/2018,Paul Miller,1,78,3,4,0,44,42,78,8,86,0.9069767441860465
1770,10/26/2018,Pioneer,0,40,0,4,0,0,44,40,4,44,0.9090909090909091
1771,10/26/2018,Reach,1,17,1,2,0,21,0,17,4,21,0.8095238095238095
1772,10/26/2018,Royal Sunset,2,34,0,11,0,0,47,34,13,47,0.723404255319149
1773,10/26/2018,Russo,0,35,0,6,0,0,41,35,6,41,0.8536585365853658
1774,10/26/2018,Ryan,0,22,0,0,0,22,0,22,0,22,1.0
1775,10/26/2018,Schilling,0,52,0,3,0,24,31,52,3,55,0.9454545454545454
1776,10/26/2018,Searles,0,39,0,5,0,0,44,39,5,44,0.8863636363636364
1777,10/26/2018,Sharon Jones,2,51,1,4,0,25,33,51,7,58,0.8793103448275862
1778,10/26/2018,Unidos,0,34,0,9,0,43,0,34,9,43,0.7906976744186046
1779,10/26/2018,Valley Medical Center,1,53,4,5,0,63,0,53,10,63,0.8412698412698413
1780,10/26/2018,Washington Hospital,0,55,1,3,0,59,0,55,4,59,0.9322033898305084
1781,10/29/2018,Amador,1,76,0,6,3,55,31,76,10,86,0.8837209302325582
1782,10/29/2018,Arbuckle,1,39,0,12,0,52,0,39,13,52,0.75
1783,10/29/2018,Baldwin Park,3,67,1,5,0,43,33,67,9,76,0.881578947368421
1784,10/29/2018,Bay,1,38,1,8,0,0,48,38,10,48,0.7916666666666666
1785,10/29/2018,Carlson,0,27,1,4,0,20,12,27,5,32,0.84375
1786,10/29/2018,Castlemont,4,48,2,11,0,65,0,48,17,65,0.7384615384615385
1787,10/29/2018,Cesar Chavez,1,83,0,11,0,0,95,83,12,95,0.8736842105263158
1788,10/29/2018,Chynoweth,0,28,0,8,0,36,0,28,8,36,0.7777777777777778
1789,10/29/2018,Colonial Acres,2,41,0,2,0,0,45,41,4,45,0.9111111111111111
1790,10/29/2018,Corvallis,0,39,0,9,0,0,48,39,9,48,0.8125
1791,10/29/2018,Cox,0,42,1,5,0,0,48,42,6,48,0.875
1792,10/29/2018,Cureton,0,20,2,11,0,0,33,20,13,33,0.6060606060606061
1793,10/29/2018,Dayton,1,46,0,1,0,0,48,46,2,48,0.9583333333333334
1794,10/29/2018,Decoto,5,91,0,7,0,64,39,91,12,103,0.883495145631068
1795,10/29/2018,Del Rey,0,44,0,2,0,0,46,44,2,46,0.9565217391304348
1796,10/29/2018,Delaine Eastin,1,26,2,1,0,22,8,26,4,30,0.8666666666666667
1797,10/29/2018,Dorsa,0,41,1,5,1,0,48,41,7,48,0.8541666666666666
1798,10/29/2018,Eden Palms,1,36,1,7,0,45,0,36,9,45,0.8
1799,10/29/2018,Eden Youth,1,65,0,12,1,48,31,65,14,79,0.8227848101265823
1800,10/29/2018,Educare,2,49,3,7,0,41,20,49,12,61,0.8032786885245902
1801,10/29/2018,Emerald Vista,3,62,2,8,1,32,44,62,14,76,0.8157894736842105
1802,10/29/2018,Esther Hobbs,0,45,0,11,0,56,0,45,11,56,0.8035714285714286
1803,10/29/2018,FH,1,89,0,7,0,97,0,89,8,97,0.9175257731958762
1804,10/29/2018,Foxdale,2,29,3,3,1,38,0,29,9,38,0.7631578947368421
1805,10/29/2018,Glen Berry,0,26,0,3,0,22,7,26,3,29,0.896551724137931
1806,10/29/2018,Goss,1,34,1,10,0,0,46,34,12,46,0.7391304347826086
1807,10/29/2018,Graham,1,48,1,6,0,24,32,48,8,56,0.8571428571428571
1808,10/29/2018,Grant,0,41,1,6,0,0,48,41,7,48,0.8541666666666666
1809,10/29/2018,Guy Emanuele,3,34,0,3,1,0,41,34,7,41,0.8292682926829268
1810,10/29/2018,Hesperian,2,41,0,6,0,0,49,41,8,49,0.8367346938775511
1811,10/29/2018,Hillview,1,40,0,7,0,0,48,40,8,48,0.8333333333333334
1812,10/29/2018,Holbrook,3,67,2,6,0,45,33,67,11,78,0.8589743589743589
1813,10/29/2018,Kitayama,2,39,0,2,0,0,43,39,4,43,0.9069767441860465
1814,10/29/2018,Linda Vista,2,95,2,10,0,76,33,95,14,109,0.8715596330275229
1815,10/29/2018,Logan,1,23,0,3,0,27,0,23,4,27,0.8518518518518519
1816,10/29/2018,Marie Kaiser,2,18,0,2,1,23,0,18,5,23,0.782608695652174
1817,10/29/2018,Meadowfair,2,35,0,3,0,0,40,35,5,40,0.875
1818,10/29/2018,Meyer,0,37,0,5,0,0,42,37,5,42,0.8809523809523809
1819,10/29/2018,Paul Miller,2,71,3,9,1,44,42,71,15,86,0.8255813953488372
1820,10/29/2018,Pioneer,0,42,0,2,0,0,44,42,2,44,0.9545454545454546
1821,10/29/2018,Reach,1,19,0,2,0,22,0,19,3,22,0.8636363636363636
1822,10/29/2018,Royal Sunset,2,40,0,5,0,0,47,40,7,47,0.851063829787234
1823,10/29/2018,Russo,0,41,0,2,0,0,43,41,2,43,0.9534883720930233
1824,10/29/2018,Ryan,0,22,0,0,0,22,0,22,0,22,1.0
1825,10/29/2018,Schilling,2,51,0,2,0,24,31,51,4,55,0.9272727272727272
1826,10/29/2018,Searles,1,41,0,2,0,0,44,41,3,44,0.9318181818181818
1827,10/29/2018,Sharon Jones,0,50,2,6,0,25,33,50,8,58,0.8620689655172413
1828,10/29/2018,Unidos,0,38,1,5,0,44,0,38,6,44,0.8636363636363636
1829,10/29/2018,Valley Medical Center,0,58,2,3,0,63,0,58,5,63,0.9206349206349206
1830,10/29/2018,Washington Hospital,1,55,0,3,1,60,0,55,5,60,0.9166666666666666
1831,10/3/2018,Amador,1,71,0,8,3,54,29,71,12,83,0.8554216867469879
1832,10/3/2018,Arbuckle,4,64,1,12,2,56,27,64,19,83,0.7710843373493976
1833,10/3/2018,Baldwin Park,5,68,1,3,1,46,32,68,10,78,0.8717948717948718
1834,10/3/2018,Bay,0,43,0,5,0,0,48,43,5,48,0.8958333333333334
1835,10/3/2018,Carlson,0,28,1,3,0,20,12,28,4,32,0.875
1836,10/3/2018,Castlemont,1,58,0,5,0,64,0,58,6,64,0.90625
1837,10/3/2018,Cesar Chavez,3,80,2,9,0,0,94,80,14,94,0.851063829787234
1838,10/3/2018,Chynoweth,0,33,0,2,0,35,0,33,2,35,0.9428571428571428
1839,10/3/2018,Colonial Acres,1,45,0,0,0,0,46,45,1,46,0.9782608695652174
1840,10/3/2018,Corvallis,1,43,0,4,0,0,48,43,5,48,0.8958333333333334
1841,10/3/2018,Cox,2,41,0,4,1,0,48,41,7,48,0.8541666666666666
1842,10/3/2018,Cureton,0,51,0,7,0,0,58,51,7,58,0.8793103448275862
1843,10/3/2018,Dayton,0,42,0,6,0,0,48,42,6,48,0.875
1844,10/3/2018,Decoto,2,96,3,5,0,65,41,96,10,106,0.9056603773584906
1845,10/3/2018,Del Rey,1,44,0,2,0,0,47,44,3,47,0.9361702127659575
1846,10/3/2018,Delaine Eastin,0,27,2,2,0,24,7,27,4,31,0.8709677419354839
